Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Betancourt, MC; Villarreal, LMQ; Alvarado, RG",,,,"Clara Betancourt, Maria; Quintero Villarreal, Lina Marcela; Garcia Alvarado, Rodrigo",,,Artificial intelligence application for sustainable design of facade openings in the tropics,SISTEMAS & TELEMATICA,,,,Article,,,,,,Parametric design; genetic algorithms; optimization; comfort; facade openings,,"The envelope openings of houses have a strong implication in the indoor environmental quality and energy consumption. Nevertheless, there are no precise regulations for its design in equatorial tropics. Normally these designs are based in the previous experiences and common sense of the architect. Determining the correct configuration of a design problem with the desired performance is now possible with the introduction of Parametric Design and Genetic Algorithms; through these it's possible to obtain the best alternatives in the initial phase of design. The main focus of this investigation is to design windows that proportion adequate conditions of thermal and visual comfort, for a warm and humid tropical climate. The use of generative tools allows the evaluation of results in the initial stages of the project, giving the designer the possibility of choosing among diverse results with a high grade of efficiency and sustainability.","[Clara Betancourt, Maria] Univ Icesi, Dept Diseno, Cali, Colombia; [Quintero Villarreal, Lina Marcela] Univ Icesi, Ingn Telemat, Cali, Colombia; [Garcia Alvarado, Rodrigo] Univ Bio Bio, Fac Arquitectura, Concepcion, Chile; [Garcia Alvarado, Rodrigo] Univ Bio Bio, Arquitectura, Concepcion, Chile",Universidad ICESI; Universidad ICESI; Universidad del Bio-Bio; Universidad del Bio-Bio,"Betancourt, MC (corresponding author), Univ Icesi, Dept Diseno, Cali, Colombia.",mcbet@icesi.edu.co; lmquintero@icesi.edu.co; rgarcia@ubiobio.cl,,,,,,,,0,0,,,,,,,,,,,,2012,10,21,,,,,29,41,,10.18046/syt.v10i21.1194,http://dx.doi.org/10.18046/syt.v10i21.1194,,,,"Computer Science, Information Systems",,,,,,,,2024-01-16,WOS:000420062100003,View Full Record in Web of Science
J,"de Gracia, A; Fernández, C; Castell, A; Mateu, C; Cabeza, LF",,,,"de Gracia, Alvaro; Fernandez, Cesar; Castell, Albert; Mateu, Carles; Cabeza, Luisa F.",,,Control of a PCM ventilated facade using reinforcement learning techniques,ENERGY AND BUILDINGS,,,,Article,,,,,,Artificial intelligence; Control system; Phase change materials (PCM); Thermal energy storage (TES); Numerical modeling; Computational sustainability,,"Artificial intelligence techniques have been successfully applied to control dynamic systems looking for an optimal control. Among those techniques, reinforcement learning has been shown as particularly effective at reducing the dimensionality of some real problems and solving control problems by learning from experience. The use of thermal energy storage active systems in the building sector is identified as suitable option to reduce their energy demand for heating and cooling. However, these systems might be expensive and require appropriate control strategies in order to improve the performance of the building. In this paper a ventilated facade with PCM is controlled using a reinforcement learning algorithm. The ventilated facade uses mechanical ventilation during nighttime to solidify the PCM and releases this cold stored to the inner environment during the peak demand period. It is crucial to decide correctly the schedule of charge and discharge process of the PCM according to the weather and indoor conditions. An experimentally validated numerical model is used to test the performance of the control algorithm under different weather conditions. Important improvements on the energy savings due to the use of control strategies were found and supported by the data under the different tested climatic conditions. (C) 2015 Elsevier B.V. All rights reserved.","[de Gracia, Alvaro] Univ Antofagasta, CELiMIN, Antofagasta, Chile; [Fernandez, Cesar; Mateu, Carles] Univ Lleida, Dept Comp Sci, Lleida, Spain; [Castell, Albert; Cabeza, Luisa F.] Univ Lleida, GREA Innovacio Concurrent, Lleida, Spain",Universidad de Antofagasta; Universitat de Lleida; Universitat de Lleida,"Cabeza, LF (corresponding author), Edifici CREA,Pere de Cabrera S-N, Lleida 25001, Spain.",lcabeza@diei.udl.cat,,,,,,,,40,43,,,,,,,,,,,NOV 1,2015,106,,,,SI,,234,242,,10.1016/j.enbuild.2015.06.045,http://dx.doi.org/10.1016/j.enbuild.2015.06.045,,,,"Construction & Building Technology; Energy & Fuels; Engineering, Civil",,,,,,,,2024-01-16,WOS:000363346100023,View Full Record in Web of Science
C,"Barahona, B; Buck, R; Okaya, O; Schuetz, P",,"Scartezzini, JL; Smith, B",,"Barahona, Braulio; Buck, Roger; Okaya, Oskar; Schuetz, Philipp",,,Detection of thermal anomalies on building facades using infrared thermography and supervised learning,CARBON-NEUTRAL CITIES - ENERGY EFFICIENCY AND RENEWABLES IN THE DIGITAL ERA (CISBAT 2021),Journal of Physics Conference Series,,,Proceedings Paper,International Hybrid Conference on Carbon Neutral Cities - Energy Efficiency and Renewables in the Digital Era (CISBAT),"SEP 08-10, 2021","Ecole Polytechnique Fed Lausanne, Solar Energy & Bldg Phys Lab, Lausanne, SWITZERLAND",,"Ecole Polytechnique Fed Lausanne, Solar Energy & Bldg Phys Lab",,ENERGY AUDIT,"We propose a cost-effective, non-intrusive approach to assess the quality of the thermal isolation of the building stock in a given municipality or small city. Our prototype measurement system, mounted on a vehicle, acquires geotagged optical and infrared images from the street-side of the buildings. A basic approach to detect gross thermal anomalies, such as thermal bridges, via a binary classifier trained on 2000 carefully labeled infrared images is demonstrated. Thermal anomalies are identified with a precision score of around 89.2 % and 75.6 % recall on a test dataset of 1184 images infrared recorded in Hergiswil (NW). The enabled automated assessment helps to identify retrofitting targets and supports increasing the renovation rate.","[Barahona, Braulio; Buck, Roger; Okaya, Oskar; Schuetz, Philipp] Lucerne Univ Appl Sci, Technikumstr 21, CH-6048 Horw, Switzerland",,"Barahona, B (corresponding author), Lucerne Univ Appl Sci, Technikumstr 21, CH-6048 Horw, Switzerland.",braulio.barahonagarzon@hslu.ch,,,,,,,,5,5,,,,,,,,,,,,2021,2042,,,,,,,,12013,10.1088/1742-6596/2042/1/012013,http://dx.doi.org/10.1088/1742-6596/2042/1/012013,,,,Construction & Building Technology; Green & Sustainable Science & Technology; Energy & Fuels; Regional & Urban Planning,,,,,,,,2024-01-16,WOS:000724676100013,View Full Record in Web of Science
J,"Takhmasib, M; Lee, HJ; Yi, H",,,,"Takhmasib, Mollaeiubli; Lee, Hyuk Jae; Yi, Hwang",,,Machine-learned kinetic Facade: Construction and artificial intelligence enabled predictive control for visual comfort,AUTOMATION IN CONSTRUCTION,,,,Article,,,,,,Kinetic facade; Artificial intelligence; Adaptive architecture; Daylight glare; XGBoost,DISCOMFORT GLARE; DAYLIGHT PERFORMANCE; PATTERNS; MOTION; MODEL,"The authors present the first on-site investigation of artificial intelligence (AI)-integrated three-dimensionally movable kinetic facade (KF). Despite continued architectural interest on the KF to improve indoor visual comfort, its in-situ operational strategy has been little addressed. To examine our primary hypothesis that the adaptive KF controlled by AI models improves indoor daylight probability (DGP) in real time, we developed an electromagnetic hexagonal KF mechanism, and three machine-learning (ML) regressors (eXtreme Gradient Boosting (XGB), Random Forest (RFR), Decision Tree) were implemented on a Raspberry Pi board to control the KF (width = 1.73 m, height = 1.1 m). 20,000 data from Radiance were used for model construction, and illuminance sensors were installed for on-site validation in a private office mockup. The facade shape was optimally morphed every 90s, using differential evolution. In the verification, XGB showed the greatest accuracy (R2 = 91.2%) with decent prediction time efficiency (mu = 0.58 s), but the RFR accuracy (R2 = 79.8%) slightly outperformed XGB in the field.","[Takhmasib, Mollaeiubli; Lee, Hyuk Jae; Yi, Hwang] Ajou Univ, Dept Architecture, Architectural Res Technol & Sci Design ARTS Lab, 206 World Cup Ro, Suwon 443749, Gyeonggi Do, South Korea",Ajou University,"Yi, H (corresponding author), Ajou Univ, Dept Architecture, Architectural Res Technol & Sci Design ARTS Lab, 206 World Cup Ro, Suwon 443749, Gyeonggi Do, South Korea.",tehmasib1999@gmail.com; lkjhiuy@ajou.ac.kr; hwy@ajou.ac.kr,,,,,,,,0,0,,,,,,,,,,,DEC,2023,156,,,,,,,,105093,10.1016/j.autcon.2023.105093,http://dx.doi.org/10.1016/j.autcon.2023.105093,,SEP 2023,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:001080636800001,View Full Record in Web of Science
C,"Liu, HT; Zhang, JL; Zhu, JK; Hoi, SCH",,"Sierra, C",,"Liu, Hantang; Zhang, Jialiang; Zhu, Jianke; Hoi, Steven C. H.",,,DeepFacade: A Deep Learning Approach to Facade Parsing,PROCEEDINGS OF THE TWENTY-SIXTH INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,,,,Proceedings Paper,26th International Joint Conference on Artificial Intelligence (IJCAI),"AUG 19-25, 2017","Melbourne, AUSTRALIA",,,,CONVOLUTIONAL NETWORK; SEGMENTATION,"The parsing of building facades is a key component to the problem of 3D street scenes reconstruction, which is long desired in computer vision. In this paper, we propose a deep learning based method for segmenting a facade into semantic categories. Man-made structures often present the characteristic of symmetry. Based on this observation, we propose a symmetric regularizer for training the neural network. Our proposed method can make use of both the power of deep neural networks and the structure of man-made architectures. We also propose a method to refine the segmentation results using bounding boxes generated by the Region Proposal Network. We test our method by training a FCN-8s network with the novel loss function. Experimental results show that our method has outperformed previous state-of-the-art methods significantly on both the ECP dataset and the eTRIMS dataset. As far as we know, we are the first to employ end-to-end deep convolutional neural network on full image scale in the task of building facades parsing.","[Liu, Hantang; Zhang, Jialiang; Zhu, Jianke] Zhejiang Univ, Coll Comp Sci, Hangzhou, Peoples R China; [Zhu, Jianke] Alibaba Zhejiang Univ Joint Res Inst Frontier Tec, Hangzhou, Peoples R China; [Hoi, Steven C. H.] Singapore Management Univ, Sch Informat Syst, Singapore, Singapore",Zhejiang University; Singapore Management University,"Zhu, JK (corresponding author), Zhejiang Univ, Coll Comp Sci, Hangzhou, Peoples R China.;Zhu, JK (corresponding author), Alibaba Zhejiang Univ Joint Res Inst Frontier Tec, Hangzhou, Peoples R China.",liuhantang@zju.edu.cn; zjialiang@zju.edu.cn; jkzhu@zju.edu.cn; chhoi@smu.edu.sg,,,,,,,,31,34,,,,,,,,,,,,2017,,,,,,,2301,2307,,,,,,,"Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods",,,,,,,,2024-01-16,WOS:000764137502059,View Full Record in Web of Science
C,"Tylecek, R; Sára, R",,"Kimmel, R; Klette, R; Sugimoto, A",,"Tylecek, Radim; Sara, Radim",,,A Weak Structure Model for Regular Pattern Recognition Applied to Facade Images,"COMPUTER VISION-ACCV 2010, PT I",Lecture Notes in Computer Science,,,Proceedings Paper,10th Asian Conference on Computer Vision (ACCV),"NOV 08-12, 2010","Queenstown, NEW ZEALAND",,,,,"We propose a novel method for recognition of structured images and demonstrate it on detection of windows in facade images. Given an ability to obtain local low-level data evidence on primitive elements of a structure (like window in a facade image), we determine their most probable number, attribute values (location, size) and neighborhood relation. The embedded structure is weakly modeled by pair-wise attribute constraints, which allow structure and attribute constraints to mutually support each other. We use a very general framework of reversible jump MCMC, which allows simple implementation of a specific structure model and plug-in of almost arbitrary element classifiers. The MC controls the classifier by prescribing it where to look, without wasting too much time on unpromising locations. We have chosen the domain of window recognition in facade images to demonstrate that the result is an efficient algorithm achieving performance of other strongly informed methods for regular structures like grids, while our general model covers loosely regular configurations as well.","[Tylecek, Radim; Sara, Radim] Czech Tech Univ, Ctr Machine Percept, Fac Elect Engn, CR-16635 Prague, Czech Republic",Czech Technical University Prague,"Tylecek, R (corresponding author), Czech Tech Univ, Ctr Machine Percept, Fac Elect Engn, CR-16635 Prague, Czech Republic.",,,,,,,,,1,3,,,,,,,,,,,,2011,6492,,I,,,,450,463,,,,,,,"Computer Science, Artificial Intelligence; Computer Science, Theory & Methods",,,,,,,,2024-01-16,WOS:000296690900035,View Full Record in Web of Science
J,"Summa, S; Mircoli, A; Potena, D; Ulpiani, G; Diamantini, C; Di Perna, C",,,,"Summa, Serena; Mircoli, Alex; Potena, Domenico; Ulpiani, Giulia; Diamantini, Claudia; Di Perna, Costanzo",,,Combining artificial intelligence and building engineering technologies towards energy efficiency: the case of ventilated facades,CONSTRUCTION INNOVATION-ENGLAND,,,,Article; Early Access,,,,,,Ventilated facades; Machine learning; Temperature prediction; Climate change; Experimental study,PERFORMANCE; PCM,"Purpose Nearly 75% of EU buildings are not energy-efficient enough to meet the international climate goals, which triggers the need to develop sustainable construction techniques with high degree of resilience against climate change. In this context, a promising construction technique is represented by ventilated facades (VFs). This paper aims to propose three different VFs and the authors define a novel machine learning-based approach to evaluate and predict their energy performance under different boundary conditions, without the need for expensive on-site experimentations Design/methodology/approach The approach is based on the use of machine learning algorithms for the evaluation of different VF configurations and allows for the prediction of the temperatures in the cavities and of the heat fluxes. The authors trained different regression algorithms and obtained low prediction errors, in particular for temperatures. The authors used such models to simulate the thermo-physical behavior of the VFs and determined the most energy-efficient design variant. Findings The authors found that regression trees allow for an accurate simulation of the thermal behavior of VFs. The authors also studied feature weights to determine the most relevant thermo-physical parameters. Finally, the authors determined the best design variant and the optimal air velocity in the cavity. Originality/value This study is unique in four main aspects: the thermo-dynamic analysis is performed under different thermal masses, positions of the cavity and geometries; the VFs are mated with a controlled ventilation system, used to parameterize the thermodynamic behavior under stepwise variations of the air inflow; temperatures and heat fluxes are predicted through machine learning models; the best configuration is determined through simulations, with no onerous in situ experimentations needed.","[Summa, Serena; Ulpiani, Giulia; Di Perna, Costanzo] Univ Politecn Marche, Fac Ingn, Dept Ind Engn & Math Sci, Ancona, Italy; [Mircoli, Alex; Potena, Domenico; Diamantini, Claudia] Univ Politecn Marche, Fac Ingn, Dept Informat Engn, Ancona, Italy",Marche Polytechnic University; Marche Polytechnic University,"Mircoli, A (corresponding author), Univ Politecn Marche, Fac Ingn, Dept Informat Engn, Ancona, Italy.",s.summa@pm.univpm.it; a.mircoli@univpm.it; d.potena@univpm.it; giuliaulpiani@gmail.com; c.diamantini@univpm.it; c.diperna@univpm.it,,,,,,,,0,0,,,,,,,,,,,2022 JUN 22,2022,,,,,,,,,,10.1108/CI-11-2021-0229,http://dx.doi.org/10.1108/CI-11-2021-0229,,JUN 2022,,Construction & Building Technology,,,,,,,,2024-01-16,WOS:000813410600001,View Full Record in Web of Science
C,"Shih, PH; Chi, KH",,"Ahram, T; Karwowski, W; Pickl, S; Taiar, R",,"Shih, Po-Hsiang; Chi, Kuang-Hui",,,A Deep Learning Application for Detecting Facade Tile Degradation,HUMAN SYSTEMS ENGINEERING AND DESIGN II,Advances in Intelligent Systems and Computing,,,Proceedings Paper,2nd International Conference on Human Systems Engineering and Design (IHSED) - Future Trends and Applications,"SEP 16-18, 2019","Univ Bundeswehr Munchen, Munich, GERMANY",,Univ Bundeswehr Munchen,Machine learning; Deep learning; Convolutional neural network; Defect detection; Image processing; AlexNet,,"Facade tiles of buildings are likely to weaken, crack, or fall off due to aging or out of natural causes such as temperature variations during daytime and nighttime and earthquakes. Tile spalling of tall buildings often leads to accidents or even severe casualties. In view that a routine thorough inspection is costly, this study aims to develop a cost-effective means to detect facade tile degradation of tall buildings through machine learning. We leverage a drone to film outer walls of high-rise buildings at several dozens of sites, from which training data are produced for learning and validation. We resort to a convolutional neural network with deep learning capabilities that is trained with sufficient knowledge to identify hazardous conditions of cracked tiles in two or three levels. Core to our implementation is Jetson TX2-an embedded system-which is programmed in light of AlexNet over Keras and TensorFlow, opensource libraries for deep neural network programming. To heighten learning quality subject to limited amount of training data, image preprocessing involving gray-level transformation, thresholding, and morphological operations is introduced. Experimental results corroborate that our scheme achieves a correct classification rate of over 86%. Our development serves a moderate approach to deep learning in daily contexts, a practical scenario over which to inspire other applications.","[Shih, Po-Hsiang; Chi, Kuang-Hui] Natl Yunlin Univ Sci & Technol, Dept Elect Engn, 123,Univ Rd Sect 3, Touliu 640, Yunlin, Taiwan",National Yunlin University Science & Technology,"Chi, KH (corresponding author), Natl Yunlin Univ Sci & Technol, Dept Elect Engn, 123,Univ Rd Sect 3, Touliu 640, Yunlin, Taiwan.",m10512021@yuntech.edu.tw; chikh@yuntech.edu.tw,,,,,,,,2,2,,,,,,,,,,,,2020,1026,,,,,,26,32,,10.1007/978-3-030-27928-8_5,http://dx.doi.org/10.1007/978-3-030-27928-8_5,,,,"Computer Science, Artificial Intelligence; Computer Science, Cybernetics; Engineering, Industrial",,,,,,,,2024-01-16,WOS:000625366900005,View Full Record in Web of Science
C,"Hensel, S; Goebbels, S; Kada, M",,"Sousa, AA; Havran, V; Braz, J; Bouatouch, K",,"Hensel, Simon; Goebbels, Steffen; Kada, Martin",,,LSTM Architectures for Facade Structure Completion,"GRAPP: PROCEEDINGS OF THE 16TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS - VOL. 1: GRAPP",,,,Proceedings Paper,"16th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (VISIGRAPP) / 16th International Conference on Computer Graphics Theory and Applications (GRAPP)","FEB 08-10, 2021",ELECTR NETWORK,,,Deep Learning; LSTM; Facade Reconstruction; Structure Completion,,"3D city models are often generated from oblique aerial images and photogrammetric point clouds. In contrast to roof surfaces, facades can not directly be reconstructed in a similar high level of quality from this data. Distortions of perspective might appear in images, due to the camera angle. Occlusions and shadowing occur as well. Objects, such as windows and doors, will have to be detected on such data if facades are to be reconstructed. Although one can use inpainting techniques to cover occluded areas, detection results are often incomplete and noisy. Formal grammars can then be used to align and add objects. However, it is difficult to find suitable rules for all types of buildings. We propose a post-processing approach based on neural networks to improve facade layouts. To this end, we applied existing Recurrent Neural Network architectures like Multi-Dimensional Long Short-term Memory Network and Quasi Recurrent Neural Network in a new context. We also propose a novel architecture, the Rotated Multi-Dimensional Long Short Term Memory. In order to deal with two-dimensional neighborhoods this architecture combines four two-dimensional Multi-Dimensional Long Short-term Memory Networks on rotated images. We could improve the quality of detection results on the Graz50 data set.","[Hensel, Simon; Goebbels, Steffen] Niederrhein Univ Appl Sci, Inst Pattern Recognit, Reinarzstr 49, Krefeld, Germany; [Kada, Martin] Tech Univ Berlin, Inst Geodesy & Geoinformat Sci, Kaiserin Augusta Allee 104-106, Berlin, Germany",Technical University of Berlin,"Hensel, S (corresponding author), Niederrhein Univ Appl Sci, Inst Pattern Recognit, Reinarzstr 49, Krefeld, Germany.",,,,,,,,,0,0,,,,,,,,,,,,2021,,,,,,,15,24,,10.5220/0010194400150024,http://dx.doi.org/10.5220/0010194400150024,,,,"Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000661346500001,View Full Record in Web of Science
J,"Wang, YZ; Ma, YQ; Zhu, AX; Zhao, H; Liao, LX",,,,"Wang, Yongzhi; Ma, Yuqing; Zhu, A-xing; Zhao, Hui; Liao, Lixia",,,Accurate facade feature extraction method for buildings from three-dimensional point cloud data considering structural information,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,,,,Article,,,,,,Three-dimensional point cloud data; Two-dimensional optical images; Structural information; Facade features; Three-dimensional building modeling,LINE SEGMENT DETECTOR; LIDAR DATA,"Facade features represent segmentations of building surfaces and can serve as a building framework. Extracting facade features from three-dimensional (3D) point cloud data (3D PCD) is an efficient method for 3D building modeling. By combining the advantages of 3D PCD and two-dimensional optical images, this study describes the creation of a highly accurate building facade feature extraction method from 3D PCD with a focus on structural information. The new extraction method involves three major steps: image feature extraction, exploration of the mapping method between the image features and 3D PCD, and optimization of the initial 3D PCD facade features considering structural information. Results show that the new method can extract the 3D PCD facade features of buildings more accurately and continuously. The new method is validated using a case study. In addition, the effectiveness of the new method is demonstrated by comparing it with the range image-extraction method and the optical image-extraction method in the absence of structural information. The 3D PCD facade features extracted by the new method can be applied in many fields, such as 3D building modeling and building information modeling. (C) 2017 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS). Published by Elsevier B.V. All rights reserved.","[Wang, Yongzhi; Ma, Yuqing; Zhao, Hui; Liao, Lixia] Jiangxi Univ Sci & Technol, Sch Architectural & Surveying & Mapping Engn, Ganzhou, Peoples R China; [Zhu, A-xing] Nanjing Normal Univ, Key Lab Virtual Geog Environm, Nanjing, Jiangsu, Peoples R China; [Zhu, A-xing] State Key Lab Cultivat Base Geog Environm Evolut, Nanjing, Jiangsu, Peoples R China; [Zhu, A-xing] Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, State Key Lab Resources & Environm Informat Syst, Beijing, Peoples R China; [Zhu, A-xing] Univ Wisconsin, Dept Geog, Madison, WI 53706 USA; [Zhu, A-xing] Jiangsu Ctr Collaborat Innovat Geog Informat Res, Nanjing, Jiangsu, Peoples R China","Jiangxi University of Science & Technology; Nanjing Normal University; Chinese Academy of Sciences; Institute of Geographic Sciences & Natural Resources Research, CAS; University of Wisconsin System; University of Wisconsin Madison","Zhu, AX (corresponding author), Nanjing Normal Univ, Key Lab Virtual Geog Environm, Nanjing, Jiangsu, Peoples R China.",gisstarnnu@gmail.com; azhu@wisc.edu,,,,,,,,23,27,,,,,,,,,,,MAY,2018,139,,,,,,146,153,,10.1016/j.isprsjprs.2017.11.015,http://dx.doi.org/10.1016/j.isprsjprs.2017.11.015,,,,"Geography, Physical; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000431160100011,View Full Record in Web of Science
C,"Kutrzynski, M; Zak, B; Telec, Z; Trawinski, B",,"Nguyen, NT; Iliadis, L; Maglogiannis, I; Trawinski, B",,"Kutrzynski, Marcin; Zak, Bartosz; Telec, Zbigniew; Trawinski, Bogdan",,,Deep Learning Models for Architectural Facade Detection in Spherical Images,COMPUTATIONAL COLLECTIVE INTELLIGENCE (ICCCI 2021),Lecture Notes in Artificial Intelligence,,,Proceedings Paper,13th International Conference on Computational Collective Intelligence (ICCCI),"SEP 29-OCT 01, 2021","Democritus Univ Thrace, Rhodes, GREECE",,Democritus Univ Thrace,Deep learning; Facade segmentation; Object detection; Spherical images; Region-based convolutional neural networks,,"Maintaining a public register by extracting urban objects from photos taken in the city is one of the most important tasks for municipal services. It is of great importance in the field of protection and shaping of the cultural landscape, protection of monuments, and registration of the urban tissue development. The current state of the art shows that deep learning models (DL models) can cope with the problem of extracting urban objects with the same or better performance than non-DL models, and can process video and photos automatically. This paper compares the three main DL models for facade instance detection and facade segmentation: Mask R-CNN, YOLACT, and Mask-Scoring R-CNN. The training and validation datasets used for transfer learning were created on the basis of spherical photos taken in an artificially generated virtual city. The test dataset, on the other hand, included spherical facade photos taken in a real city. The comparative analysis of the DL models was performed using parametric and nonparametric statistical tests for pairwise and multiple comparisons.","[Kutrzynski, Marcin; Zak, Bartosz; Telec, Zbigniew; Trawinski, Bogdan] Wroclaw Univ Sci & Technol, Dept Appl Informat, Wroclaw, Poland",Wroclaw University of Science & Technology,"Trawinski, B (corresponding author), Wroclaw Univ Sci & Technol, Dept Appl Informat, Wroclaw, Poland.",marcin.kutrzynski@pwr.edu.pl; zbigniew.telec@pwr.edu.pl; bogdan.trawinski@pwr.edu.pl,,,,,,,,0,0,,,,,,,,,,,,2021,12876,,,,,,536,548,,10.1007/978-3-030-88081-1_40,http://dx.doi.org/10.1007/978-3-030-88081-1_40,,,,"Computer Science, Artificial Intelligence",,,,,,,,2024-01-16,WOS:000866521400040,View Full Record in Web of Science
J,"Guo, JJ; Wang, Q; Li, YT",,,,"Guo, Jingjing; Wang, Qian; Li, Yiting",,,Evaluation-oriented facade defects detection using rule-based deep learning method,AUTOMATION IN CONSTRUCTION,,,,Article,,,,,,Condition evaluation; Facade defects; Rule-based deep learning; Evaluation area,CONVOLUTIONAL NEURAL-NETWORKS; DAMAGE DETECTION; INSPECTION; MAINTENANCE; SYSTEMS,"Visual evaluation of facade condition plays an important role to ensure the structural health of the whole building. To automatically achieve visual evaluation of facade condition with high accuracy, current studies have applied various machine learning and deep learning algorithms to classify, localize, and segment the defects. However, the methods in previous research mainly focused on accuracy improvement rather than providing effective evaluations of defects according to the requirement of industry standards. Therefore, this study proposes a rule-based deep learning method to achieve evaluation-oriented facade defects detection, which can be used to provide effective evaluation areas containing the necessary information (e.g., type, location, quantity, and size of facade defects) for condition evaluation. First, annotation rules for classification, segmentation, and localization are designed to instruct the manual annotation work and automatically adjust the bounding boxes into effective evaluation areas. Then, a proposal weighting rule is developed to be combined with the deep learning model during the model training process to improve the accuracy and stability of the predictions. A rectification rule is further used to adjust the raw predictions into predictions with effective evaluation areas for facade defects. Experiments conducted in this study demonstrated that using the proposed method can successfully improve the performance of facade defects detection to meet the requirement of condition evaluation. Besides, this method is tested to be adaptable to various distance settings in the requirement.","[Guo, Jingjing; Wang, Qian] Natl Univ Singapore, Sch Design & Environm, Dept Built Environm, Singapore 117566, Singapore; [Li, Yiting] Natl Univ Singapore, Dept Elect & Comp Engn, Fac Engn, Singapore 117583, Singapore",National University of Singapore; National University of Singapore,"Wang, Q (corresponding author), Natl Univ Singapore, Sch Design & Environm, Dept Built Environm, Singapore 117566, Singapore.",bdgwang@nus.edu.sg,,,,,,,,12,12,,,,,,,,,,,NOV,2021,131,,,,,,,,103910,10.1016/j.autcon.2021.103910,http://dx.doi.org/10.1016/j.autcon.2021.103910,,AUG 2021,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000696957700006,View Full Record in Web of Science
