Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Wang, W; Xu, Y; Ren, YC; Wang, G",,,,"Wang, Wei; Xu, Yuan; Ren, Yingchao; Wang, Gang",,,Parsing of Urban Facades from 3D Point Clouds Based on a Novel Multi-View Domain,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,,,,Article,,,,,,,SEGMENTATION,"Recently, performance improvement in facade parsing from 3D point clouds has been brought about by designing more complex network structures, which cost huge computing resources and do not take full advantage of prior knowledge of facade structure. Instead, from the perspective of data distribution, we construct a new hierarchical mesh multi-view data domain based on the characteristics of facade objects to achieve fusion of deep-learning models and prior knowledge, thereby significantly improving segmentation accuracy. We comprehensively evaluate the current mainstream method on the RueMonge 2014 data set and demonstrate the superiority of our method. The mean intersection-over-union index on the facade-parsing task reached 76.41%, which is 2.75% higher than the current best result. In addition, through comparative experiments, the reasons for the performance improvement of the proposed method are further analyzed.","[Wang, Wei; Ren, Yingchao; Wang, Gang] Chinese Acad Sci, Aerosp Informat Res Inst, Beijing, Peoples R China; [Wang, Wei; Ren, Yingchao] Univ Chinese Acad Sci, Coll Resources & Environm, Beijing, Peoples R China; [Xu, Yuan] Huazhong Univ Sci & Technol, Sch Elect Informat & Commun, Wuhan, Peoples R China","Chinese Academy of Sciences; Chinese Academy of Sciences; University of Chinese Academy of Sciences, CAS; Huazhong University of Science & Technology","Ren, YC (corresponding author), Chinese Acad Sci, Aerosp Informat Res Inst, Beijing, Peoples R China.;Ren, YC (corresponding author), Univ Chinese Acad Sci, Coll Resources & Environm, Beijing, Peoples R China.",renyc@radi.ac.cn,,,,,,,,2,3,,,,,,,,,,,APR,2021,87,4,,,,,283,293,,10.14358/PERS.87.4.283,http://dx.doi.org/10.14358/PERS.87.4.283,,,,"Geography, Physical; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000630246500007,View Full Record in Web of Science
J,"Chen, JD; Yi, JSK; Kahoush, M; Cho, ES; Cho, YK",,,,"Chen, Jingdao; Yi, John Seon Keun; Kahoush, Mark; Cho, Erin S.; Cho, Yong K.",,,Point Cloud Scene Completion of Obstructed Building Facades with Generative Adversarial Inpainting,SENSORS,,,,Article,,,,,,laser scanning; point cloud; scene completion; building facades; occlusions,EXISTING BUILDINGS; BIM,"Collecting 3D point cloud data of buildings is important for many applications such as urban mapping, renovation, preservation, and energy simulation. However, laser-scanned point clouds are often difficult to analyze, visualize, and interpret due to incompletely scanned building facades caused by numerous sources of defects such as noise, occlusions, and moving objects. Several point cloud scene completion algorithms have been proposed in the literature, but they have been mostly applied to individual objects or small-scale indoor environments and not on large-scale scans of building facades. This paper introduces a method of performing point cloud scene completion of building facades using orthographic projection and generative adversarial inpainting methods. The point cloud is first converted into the 2D structured representation of depth and color images using an orthographic projection approach. Then, a data-driven 2D inpainting approach is used to predict the complete version of the scene, given the incomplete scene in the image domain. The 2D inpainting process is fully automated and uses a customized generative-adversarial network based on Pix2Pix that is trainable end-to-end. The inpainted 2D image is finally converted back into a 3D point cloud using depth remapping. The proposed method is compared against several baseline methods, including geometric methods such as Poisson reconstruction and hole-filling, as well as learning-based methods such as the point completion network (PCN) and TopNet. Performance evaluation is carried out based on the task of reconstructing real-world building facades from partial laser-scanned point clouds. Experimental results using the performance metrics of voxel precision, voxel recall, position error, and color error showed that the proposed method has the best performance overall.","[Chen, Jingdao] Georgia Inst Technol, Inst Robot & Intelligent Machines, 801 Atlantic Dr NW, Atlanta, GA 30332 USA; [Yi, John Seon Keun; Kahoush, Mark] Georgia Inst Technol, Sch Comp Sci, 801 Atlantic Dr NW, Atlanta, GA 30332 USA; [Cho, Erin S.] Alpharetta High Sch, 3595 Webb Bridge Rd, Alpharetta, GA 30005 USA; [Cho, Yong K.] Georgia Inst Technol, Sch Civil & Environm Engn, 790 Atlantic Dr NW, Atlanta, GA 30332 USA",University System of Georgia; Georgia Institute of Technology; University System of Georgia; Georgia Institute of Technology; University System of Georgia; Georgia Institute of Technology,"Chen, JD (corresponding author), Georgia Inst Technol, Inst Robot & Intelligent Machines, 801 Atlantic Dr NW, Atlanta, GA 30332 USA.",jchen490@gatech.edu; johnsk95@gatech.edu; mkahoush3@gatech.edu; sinahecho@gmail.com; yong.cho@ce.gatech.edu,,,,,,,,7,7,,,,,,,,,,,SEP,2020,20,18,,,,,,,5029,10.3390/s20185029,http://dx.doi.org/10.3390/s20185029,,,,"Chemistry, Analytical; Engineering, Electrical & Electronic; Instruments & Instrumentation",,,,,,,,2024-01-16,WOS:000580412800001,View Full Record in Web of Science
C,"Omicevic, D; Krdzalic, D; Vrce, E",,"Avdakovic, S",,"Omicevic, Dzanina; Krdzalic, Dzevad; Vrce, Esad",,,Accuracy of the Reflectorless Distance Measurements Investigation,"ADVANCED TECHNOLOGIES, SYSTEMS, AND APPLICATIONS III, VOL 2",Lecture Notes in Networks and Systems,,,Proceedings Paper,International Symposium on Innovative and Interdisciplinary Applications of Advanced Technology (IAT),"JUN 21-24, 2018","Jahorina, BOSNIA & HERCEG",,,Reflectorless distance measurement; Range; Accuracy; Different reflecting material; Angle of incidence,,"Reflectorless electronic distance measuring has found application in various surveying tasks. Accuracy of the distances measured using by instrument type GPT - 7505 which has a built-in laser measuring device. Research is focused to surveying to the reflecting surfaces which are made of the five different material: metal sheet, fine and coarse facade, styrofoam and wood. Also, experiment conducted for three different angles of inclination (0 degrees, 45 degrees, 60 degrees) to the reflecting surfaces. However, because of the limited manipulation capability, 55 x 55 cm signals have been created. Results show that better accuracy achieved to the rough (styrofoam and wood) than to smooth reflecting materials. The maximum range of 1400 m achieved if material rough reflecting, but the smallest distance of about 750 m to the sheet metal reflecting surface. The results also indicate that the inclination of the reflecting surface affects the range, as well, especially for the styrofoam and wood surfaces. In last scenario rang was shorter, and was about 400 m. With the increase in range, the expected accuracy of the measured rang was expected, as shown by the test results. For ranges between 150-750 m, the best accuracy is achieved if styrofoam was reflecting, and the worst for sheet metal. As a conclusion, it is difficult to define the trend of accuracy in relation to reflecting surface material, either, the inclination of the measuring rang to reflecting surface.","[Omicevic, Dzanina; Krdzalic, Dzevad; Vrce, Esad] Univ Sarajevo, Fac Civil Engn, Dept Geodesy, Sarajevo, Bosnia & Herceg",University of Sarajevo,"Omicevic, D (corresponding author), Univ Sarajevo, Fac Civil Engn, Dept Geodesy, Sarajevo, Bosnia & Herceg.",dzanina_omicevic@yahoo.com; dzevadkrdzalic@gmail.com; vrceesad@hotmail.com,,,,,,,,0,0,,,,,,,,,,,,2019,60,,,,,,241,249,,10.1007/978-3-030-02577-9_24,http://dx.doi.org/10.1007/978-3-030-02577-9_24,,,,"Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Engineering, Multidisciplinary",,,,,,,,2024-01-16,WOS:000463340900024,View Full Record in Web of Science
C,"Tahamtan, A; Anjomshoaa, A; Weippl, E; Tjoa, AM",,"Bi, Y; Williams, MA",,"Tahamtan, Amirreza; Anjomshoaa, Amin; Weippl, Edgar; Tjoa, A. Min",,,A SOM-Based Technique for a User-Centric Content Extraction and Classification of Web 2.0 with a Special Consideration of Security Aspects,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT",Lecture Notes in Artificial Intelligence,,,Proceedings Paper,"4th International Conference on Knowledge Science, Engineering and Management (KSEM)","SEP 01-03, 2010","Belfast, NORTH IRELAND",,,Web 2.0; Self-organizing maps; Extraction; Classification; Security,,"Web 2.0 is much more than adding a nice facade to old web applications rather it is a new way of thinking about software architecture of Rich Internet Applications (RIA). In comparison to traditional web applications, the application logic of modern Web 2.0 applications tends to push the interactive user interface tasks to the client side. The client components on the other hand negotiate with remote services that deal with user events. The user should be assisted in different scenarios in order to use the existing platforms, share the resources with other users and improve his security. In this paper we present a user-centered content extraction and classification method based on self-organizing maps (SOM) as well as a prototype for provided content on Web 2.0. The extracted and classified data serves as a basis for above mentioned scenarios.","[Tahamtan, Amirreza; Anjomshoaa, Amin; Weippl, Edgar; Tjoa, A. Min] Vienna Univ Technol, Dept Software Technol & Interact Syst, Informat & Software Engn Grp, Vienna, Austria",Technische Universitat Wien,"Tahamtan, A (corresponding author), Vienna Univ Technol, Dept Software Technol & Interact Syst, Informat & Software Engn Grp, Vienna, Austria.",tahamtan@ifs.tuwien.ac.at; anjomshoaa@ifs.tuwien.ac.at; eweippl@securityresearch.at; amin@ifs.tuwien.ac.at,,,,,,,,1,1,,,,,,,,,,,,2010,6291,,,,,,412,423,,,,,,,"Computer Science, Artificial Intelligence; Computer Science, Information Systems",,,,,,,,2024-01-16,WOS:000312596500038,View Full Record in Web of Science
J,"Aydin, YC; Mirzaei, PA; Hale, J",,,,"Aydin, Yusuf Cihat; Mirzaei, Parham A.; Hale, Jonathan",,,Using Machine Learning Techniques to Predict Esthetic Features of Buildings,JOURNAL OF ARCHITECTURAL ENGINEERING,,,,Article,,,,,,Esthetic judgment; Computational esthetic; Machine learning; Artificial neural network; Decision tree; Survey,DAYLIGHTING PERFORMANCE; FACADE DESIGN; ARCHITECTURE; SYSTEM,"Several substantial market barriers obstruct the widespread adoption of sustainable buildings. Esthetic features are amongst the main driving forces behind the marketability of buildings, thus improvement of sustainable buildings in terms of visual esthetics would enhance their marketability and thus their market intake. Nonetheless, esthetic improvement of the buildings is a challenging task because it lacks in scales and methods to measure and evaluate buildings' facade esthetic. In this regard, this study aims to develop machine learning-based models to predict the esthetic appreciation of buildings related to their facade features. For this purpose, an artificial neural network and decision tree models are developed and validated with the results of a conducted comprehensive survey (n = 807). In addition, the impact of different window features (i.e., position, number, area, width, height, symmetry, and proportion) on housings esthetic and marketability is investigated. Results show a high level of accuracy for both models in the prediction of esthetic appreciation of buildings. (C) 2021 American Society of Civil Engineers.","[Aydin, Yusuf Cihat; Mirzaei, Parham A.] Univ Nottingham, Fac Engn, Univ Pk, Nottingham NG7 2RD, England; [Hale, Jonathan] Univ Nottingham, Fac Engn, Architectural Theory, Univ Pk, Nottingham NG7 2RD, England",University of Nottingham; University of Nottingham,"Mirzaei, PA (corresponding author), Univ Nottingham, Fac Engn, Univ Pk, Nottingham NG7 2RD, England.",yusuf.cihat.aydin@gmail.com; Parham.Mirzaei_Ahranjani@nottingham.ac.uk; jonathan.hale@nottingham.ac.uk,,,,,,,,2,2,,,,,,,,,,,SEP 1,2021,27,3,,,,,,,4021023,10.1061/(ASCE)AE.1943-5568.0000477,http://dx.doi.org/10.1061/(ASCE)AE.1943-5568.0000477,,,,Construction & Building Technology,,,,,,,,2024-01-16,WOS:000683873400001,View Full Record in Web of Science
J,"Tu, YH; Johansen, K; Aragon, B; Stutsel, BM; Angel, Y; Camargo, OAL; Al-Mashharawi, SKM; Jiang, JL; Ziliani, MG; McCabe, MF",,,,"Tu, Yu-Hsuan; Johansen, Kasper; Aragon, Bruno; Stutsel, Bonny M.; Angel, Yoseline; Camargo, Omar A. Lopez; Al-Mashharawi, Samir K. M.; Jiang, Jiale; Ziliani, Matteo G.; McCabe, Matthew F.",,,"Combining Nadir, Oblique, and Faade Imagery Enhances Reconstruction of Rock Formations Using Unmanned Aerial Vehicles",IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,Article,,,,,,Rocks; Three-dimensional displays; Image reconstruction; Surface topography; Surface reconstruction; Spatial resolution; Sea surface; Computer vision; photogrammetry; structure from motion (SfM); topographic survey; unmanned aerial vehicles (UAV),STRUCTURE-FROM-MOTION; LOW-COST; UAV; PHOTOGRAMMETRY; DENSITY; SYSTEMS; MODELS; ERROR; SFM,"Developments in computer vision, such as structure from motion and multiview stereo reconstruction, have enabled a range of photogrammetric applications using unmanned aerial vehicles (UAV)-based imagery. However, some specific cases still present reconstruction challenges, including survey areas composed of steep, overhanging, or vertical rock formations. Here, the suitability and geometric accuracy of four UAV-based image acquisition and data processing scenarios for topographic surveying applications in complex terrain are assessed and compared. The specific cases include the use of: 1) nadir imagery; 2) nadir and oblique imagery; 3) nadir and facade imagery; and 4) nadir, oblique, and facade imagery to reconstruct a topographically complex natural surface. Results illustrate that including oblique and facade imagery to supplement the more traditional nadir collections significantly improves the geometric accuracy of point cloud data reconstruction by approximately 35% when assessed against terrestrial laser scanning data of near-vertical rock walls. Most points (99.41%) had distance errors of less than 50 cm between the point clouds derived from the nadir imagery and nadir-oblique-facade imagery. Apart from delivering enhanced spatial resolution in facade details, the geometric accuracy improvements achieved from integrating nadir, oblique, and facade imagery provide value for a range of applications, including geotechnical and geohazard investigations. Such gains are particularly relevant for studies assessing rock integrity and stability, and engineering design, planning, and construction, where information on the position of rock cracks, joints, faults, shears, and bedding planes may be required.","[Tu, Yu-Hsuan; Johansen, Kasper; Aragon, Bruno; Stutsel, Bonny M.; Angel, Yoseline; Camargo, Omar A. Lopez; Al-Mashharawi, Samir K. M.; Jiang, Jiale; Ziliani, Matteo G.; McCabe, Matthew F.] KAUST, Water Desalinat & Reuse Ctr, Hydrol Agr & Land Observat Grp, Thuwal 239556900, Saudi Arabia",King Abdullah University of Science & Technology,"Tu, YH (corresponding author), KAUST, Water Desalinat & Reuse Ctr, Hydrol Agr & Land Observat Grp, Thuwal 239556900, Saudi Arabia.",yuhsuan.tu@kaust.edu.sa; kasper.johansen@kaust.edu.sa; bruno.aragonsolorio@kau.st.edu.sa; bonny.stutsel@kaust.edu.sa; yoseline.angellopez@kaust.edu.sa; omarandres.camargo@kaust.edu.sa; mashharawi@kaust.edu.sa; jiale.jiang@kaust.edu.sa; matteo.ziliani@kaust.edu.sa; matthew.mccabe@kaust.edu.sa,,,,,,,,10,10,,,,,,,,,,,DEC,2021,59,12,,,,,9987,9999,,10.1109/TGRS.2020.3047435,http://dx.doi.org/10.1109/TGRS.2020.3047435,,,,"Geochemistry & Geophysics; Engineering, Electrical & Electronic; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000722170500018,View Full Record in Web of Science
J,"Ögren, M; Gidlöf-Gunnarsson, A; Smith, M; Gustavsson, S; Waye, KP",,,,"Ogren, Mikael; Gidlof-Gunnarsson, Anita; Smith, Michael; Gustavsson, Sara; Waye, Kerstin Persson",,,Comparison of Annoyance from Railway Noise and Railway Vibration,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,,,Article,,,,,,railway noise; railway vibration; annoyance,BOOTSTRAP CONFIDENCE-INTERVALS; TRAFFIC NOISE; EXPOSURE; SLEEP; TRANSPORTATION; NUMBER; ROAD,"The aim of this study is to compare vibration exposure to noise exposure from railway traffic in terms of equal annoyance, i.e., to determine when a certain noise level is equally annoying as a corresponding vibration velocity. Based on questionnaire data from the Train Vibration and Noise Effects (TVANE) research project from residential areas exposed to railway noise and vibration, the dose response relationship for annoyance was estimated. By comparing the relationships between exposure and annoyance for areas both with and without significant vibration exposure, the noise levels and vibration velocities that had an equal probability of causing annoyance was determined using logistic regression. The comparison gives a continuous mapping between vibration velocity in the ground and a corresponding noise level at the facade that are equally annoying. For equivalent noise level at the facade compared to maximum weighted vibration velocity in the ground the probability of annoyance is approximately 20% for 59 dB or 0.48 mm/s, and about 40% for 63 dB or 0.98 mm/s.","[Ogren, Mikael; Smith, Michael; Waye, Kerstin Persson] Univ Gothenburg, Sahlgrenska Acad, Inst Med, Occupat & Environm Med, S-40530 Gothenburg, Sweden; [Gidlof-Gunnarsson, Anita] Orebro Univ, Fac Med & Hlth, Dept Occupat & Environm Med, S-70281 Orebro, Sweden; [Gustavsson, Sara] Univ Gothenburg, Sahlgrenska Acad, Inst Med, Hlth Metr Unit, S-40530 Gothenburg, Sweden",University of Gothenburg; Orebro University; University of Gothenburg,"Ögren, M (corresponding author), Univ Gothenburg, Sahlgrenska Acad, Inst Med, Occupat & Environm Med, S-40530 Gothenburg, Sweden.",mikael.ogren@amm.gu.se; anita.gidlof-gunnarsson@regionorebrolan.se; michael.smith@amm.gu.se; sara.gustavsson@gu.se; kerstin.persson.waye@amm.gu.se,,,,,,,,17,18,,,,,,,,,,,JUL,2017,14,7,,,,,,,805,10.3390/ijerph14070805,http://dx.doi.org/10.3390/ijerph14070805,,,,"Environmental Sciences; Public, Environmental & Occupational Health",,,,,,,,2024-01-16,WOS:000407370700137,View Full Record in Web of Science
C,"Xiao, CL; Qin, RJ; Ling, X; Yuan, HN",,,IEEE,"Xiao, Changlin; Qin, Rongjun; Ling, Xiao; Yuan, Hanning",,,URBAN LAND-COVER CLASSIFICATION WITH FACADE FEATURE FROM OBLIQUE IMAGES,2019 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS 2019),IEEE International Symposium on Geoscience and Remote Sensing IGARSS,,,Proceedings Paper,IEEE International Geoscience and Remote Sensing Symposium (IGARSS),"JUL 28-AUG 02, 2019","Yokohama, JAPAN",,,land-cover classification; facade; oblique images; remote sensing,AERIAL IMAGES,"In the remote sensing community, land-cover classification is usually performed on the top-view images. However, besides the top-view features (including elevation), facade captured by the oblique images is useful but severely underutilized in the land-cover classification. The facade information of an object, is by nature more variable, thus can be extremely useful when the extracted features are used for land-cover classification. Hence, in this paper, we try to explore the use of facade from the oblique images to enhance the accuracy of land-cover classification. Firstly, we locate the facades by finding the elevation changes and the corresponding above-ground objects. Then, the facade images are cropped from oblique images and the color and Haar-like features are extracted as facade features. Finally, following the object-based land-cover classification, super-pixels are generated and used as the basic unit for the feature extraction and classification. Experiments are performed on five representative site using five-head oblique aerial images and their derived orthophoto and digital surface model (DSM). The results show that with the facade information, the classification performances have been steadily improved, especially for the buildings which has around 10% improvement.","[Xiao, Changlin; Ling, Xiao] Swiss Fed Inst Technol, Singapore ETH Ctr, Future Cities Lab, 1 Create Way,CREATE Tower,06-01, Singapore 138602, Singapore; [Xiao, Changlin; Qin, Rongjun] Ohio State Univ, Dept Civil Environm & Geodet Engn, 218B Bolz Hall,2036 Neil Ave, Columbus, OH 43210 USA; [Qin, Rongjun] Ohio State Univ, Dept Elect & Comp Engn, 205 Dreese Labs,2015 Neil Ave, Columbus, OH 43210 USA; [Yuan, Hanning] Beijing Inst Technol, Sch Comp Sci & Technol, 5 South St, Beijing, Peoples R China",University System of Ohio; Ohio State University; University System of Ohio; Ohio State University; Beijing Institute of Technology,"Xiao, CL (corresponding author), Swiss Fed Inst Technol, Singapore ETH Ctr, Future Cities Lab, 1 Create Way,CREATE Tower,06-01, Singapore 138602, Singapore.;Xiao, CL (corresponding author), Ohio State Univ, Dept Civil Environm & Geodet Engn, 218B Bolz Hall,2036 Neil Ave, Columbus, OH 43210 USA.",,,,,,,,,0,0,,,,,,,,,,,,2019,,,,,,,5944,5947,,,,,,,"Geosciences, Multidisciplinary; Remote Sensing",,,,,,,,2024-01-16,WOS:000519270605180,View Full Record in Web of Science
C,"Tarkhan, N; Letellier-Duchesne, S; Reinhart, C",,"Martin, CR; Emami, N; Blas, MJ; Rezaee, R",,"Tarkhan, Nada; Letellier-Duchesne, Samuel; Reinhart, Christoph",,,CAPTURING FACADE DIVERSITY IN URBAN SETTINGS USING AN AUTOMATED WINDOW TO WALL RATIO EXTRACTION AND DETECTION WORKFLOW,PROCEEDINGS OF THE 2022 ANNUAL MODELING AND SIMULATION CONFERENCE (ANNSIM'22),,,,Proceedings Paper,70th Annual Modeling and Simulation Conference (ANNSIM),"JUL 18-20, 2022","Soc Modeling & Simulat Int, San Diego, CA",,Soc Modeling & Simulat Int,facade detection; window-to-wall ratios; computer vision; urban feature extraction,,"Measuring window to wall ratios (WWRs) is key to assessing building performance as facade apertures control the admission of light, wind and heat. However, this data is not always publicly available. This paper details a methodology for automatically extracting and rectifying street-view facade imagery while utilizing a Machine Learning model to detect WWRs with architectural generalization in mind. Although several models of detection have emerged to categorize facade features, some lack robustness when presented with greater design diversity. Hence, the training and validation process of the Convolutional Neural Network (CNN) model utilized is centered around three main data categories; environmental conditions, design diversity and context. The results show that the proposed workflow sufficiently represents the WWRs of buildings in an area in Lisbon under varied design conditions. We find that the distribution of prediction accuracy, tested on 864 facades, shows that 72% of buildings are detected within the 10% error range.","[Tarkhan, Nada] MIT, Bldg Technol Grp, Architecture Dept, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Letellier-Duchesne, Samuel] Elementa Engn, MIT, 54 W 40th St, New York, NY 10018 USA; [Reinhart, Christoph] MIT, Architecture Dept, Bldg Technol Program, 77 Massachusetts Ave, Cambridge, MA 02139 USA",Massachusetts Institute of Technology (MIT); Massachusetts Institute of Technology (MIT); Massachusetts Institute of Technology (MIT),"Tarkhan, N (corresponding author), MIT, Bldg Technol Grp, Architecture Dept, 77 Massachusetts Ave, Cambridge, MA 02139 USA.",ntarkhan@mit.edu; duchesne@elementaengineering.com; creinhart@mit.edu,,,,,,,,0,0,,,,,,,,,,,,2022,,,,,,,706,717,,,,,,,"Computer Science, Interdisciplinary Applications; Mathematics, Applied",,,,,,,,2024-01-16,WOS:000861385300060,View Full Record in Web of Science
J,"Abu-Srhan, A; Abushariah, MAM; Al-Kadi, OS",,,,"Abu-Srhan, Alaa; Abushariah, Mohammad A. M.; Al-Kadi, Omar S.",,,The effect of loss function on conditional generative adversarial networks,JOURNAL OF KING SAUD UNIVERSITY-COMPUTER AND INFORMATION SCIENCES,,,,Article,,,,,,Generative adversarial network; Conditional generative adversarial network; Pixel2Pixel; Loss functions,IMAGE; GAN,"Conditional Generative Adversarial Network (cGAN) is a general purpose approach for many image-to -image translation tasks, which aims to translate images from one form to another resulting in high -quality translated images. In this paper, the loss function of the cGAN model is modified by combining the adversarial loss of state-of-the-art Generative Adversarial Network (GAN) models with a new combi-nation of non-adversarial loss functions to enhance model performance and generate more realistic images. Specifically, the effect of the Wasserstein GAN (WGAN), the WGAN with Gradient Penalty (WGAN-GP), and least Squared GAN (lsGAN) adversarial loss functions are explored. Several comparisons are performed to select an optimized combination of L1 with structure, gradient, content-based, Kullback-Leibler divergence, and softmax non-adversarial loss functions. For experimentation purposes, the Facades dataset is used in case of image-to-image translation task. Peak-signal-to-noise-ratio (PSNR), Structural Similarity Index (SSIM), Universal Quality Index (UQI), and Visual Information Fidelity (VIF) are used to quantitatively evaluate the translated images. Based on our experimental results, the best combination of the loss functions for image-to-image translation on facade dataset is (WGAN) adversarial loss with (L1 and content) non-adversarial loss functions. The model generates fine structure images, and captures both high and low frequency details of translated images. Image in-painting and lesion segmen-tation is investigated to demonstrate practicality of proposed work.(c) 2022 The Authors. Published by Elsevier B.V. on behalf of King Saud University. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).","[Abu-Srhan, Alaa] Hashemite Univ, Fac Sci, Dept Basic Sci, Zarqa 13133, Jordan; [Abushariah, Mohammad A. M.; Al-Kadi, Omar S.] Univ Jordan, King AbdullahSchool Informat Technol 2, Amman 11942, Jordan",Hashemite University; University of Jordan,"Al-Kadi, OS (corresponding author), Univ Jordan, King AbdullahSchool Informat Technol 2, Amman 11942, Jordan.",o.alkadi@ju.edu.jo,,,,,,,,13,13,,,,,,,,,,,OCT,2022,34,9,,,,,6977,6988,,10.1016/j.jksuci.2022.02.018,http://dx.doi.org/10.1016/j.jksuci.2022.02.018,,,,"Computer Science, Information Systems",,,,,,,,2024-01-16,WOS:000870468500015,View Full Record in Web of Science
J,"Feng, CC; Guo, Z",,,,"Feng, Chen-Chieh; Guo, Zhou",,,A Hierarchical Approach for Point Cloud Classification With 3D Contextual Features,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,,,,Article,,,,,,Three-dimensional displays; Feature extraction; Semantics; Probabilistic logic; Context modeling; Roads; Laser radar; Classification; contextual feature; hierarchical classifier; point cloud,LIDAR DATA; RECONSTRUCTION; MODEL; SCALE,"Classifying point cloud of urban landscapes plays essential roles in many urban applications. However, automating such a task is challenging due to irregular point distribution and complex urban scenes. Incorporating contextual information is crucial in improving classification accuracy of point clouds. In this article, we propose a hierarchical approach for point cloud classification with 3-D contextual features, which comprises three steps:segment-based classification with primitive features and a random forest classifier; extracting novel 3-D contextual features from the initial labels considering spatial relationships between neighboring segments and semantic dependencies; and refining classification with a combination of primitive features and spatial contextual features, and a hierarchical multilayer perceptron classifier that considers primitive features and spatial contextual features at different levels. The proposed method was tested on two point cloud datasets:the National University of Singapore (NUS) dataset and the Vaihingen benchmark dataset of the International Society of Photogrammetry and Remote Sensing. The evaluation results showed that the proposed method achieved an overall accuracy of 92.51% and 82.34% for the NUS dataset and Vaihingen dataset, respectively. The feature importance evaluation showed that 3-D spatial contextual features contributed useful information for discriminating different classes, such as roof, facade, grassland, tree, and ground. Quantitative comparisons further showed that the proposed method is more advantageous, especially in the detection of class roof and facade.","[Feng, Chen-Chieh] Natl Univ Singapore, Dept Geog, Singapore 117570, Singapore; [Guo, Zhou] Sun Yat Sen Univ, Sch Geospatial Engn & Sci, Zhuhai 519082, Peoples R China",National University of Singapore; Sun Yat Sen University,"Guo, Z (corresponding author), Sun Yat Sen Univ, Sch Geospatial Engn & Sci, Zhuhai 519082, Peoples R China.",geofcc@nus.edu.sg; guozhou@pku.edu.cn,,,,,,,,3,3,,,,,,,,,,,,2021,14,,,,,,5036,5048,,10.1109/JSTARS.2021.3077568,http://dx.doi.org/10.1109/JSTARS.2021.3077568,,,,"Engineering, Electrical & Electronic; Geography, Physical; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000658340100007,View Full Record in Web of Science
